ordinal,sku,asin,owner_decision,owner_reason_code,owner_reason,human_arbitration_batch,strict_v8_decision,strict_v8_reason_codes,asset_sha256,asset_local_path,source_main_image_url
134,VH-ASHZ-TJEE,B0H856VWD6,CHANGE,MISSING_REQUIRED_PRODUCT,Only Reduced Sugar Strawberry is shown; required Mixed Berry is absent.,C,REPAIR,WRONG_FLAVOR_VISIBLE|FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT,386f5dd32dc8af0dc4b883625c8b5994a1ca890dcc8dad66a13661c3417919a9,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/134-VH-ASHZ-TJEE-B0H856VWD6-386f5dd32dc8.jpg,https://m.media-amazon.com/images/I/814Qasvji8L.jpg
135,VK-ASSB-3YFK,B0H85FY28F,CHANGE,FICTIONAL_PACKAGING,Honey and Grape are labeled on anonymous boxes without Smucker's/Uncrustables branding.,C,REPAIR,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE|GEL_PACK_COUNT_OR_LAYOUT_FAIL|GEL_PACK_BRANDING_FAIL|SALUTEM_BRANDING_FAIL,8b88d9217ead9eb6990bb98c0f8a80a1c1e271cd3eae19eb0f5169c031880e17,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/135-VK-ASSB-3YFK-B0H85FY28F-8b88d9217ead.jpg,https://m.media-amazon.com/images/I/81LWWDidPAL.jpg
136,VN-AS1A-D572,B0H82PKK18,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,NO_APPROVED_COOLER_SCENE,d9a15fc8b192ce3125c41cc68137cea65631b163331231e4dd8644e92ec7b807,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/136-VN-AS1A-D572-B0H82PKK18-d9a15fc8b192.jpg,https://m.media-amazon.com/images/I/81McszSNgCL.jpg
137,VN-AS6Q-5AE9,B0H8538L32,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,FICTIONAL_OR_ALTERED_PACKAGE_ART|VISIBLE_TEXT_INTEGRITY_FAIL,de53755bb4a2944529510c3a2a9dee103cdcf67c5d6f459001f9acafd1bbb716,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/137-VN-AS6Q-5AE9-B0H8538L32-de53755bb4a2.jpg,https://m.media-amazon.com/images/I/81qsHiL9ELL.jpg
138,VT-ASTH-B6LM,B0H85CL8JD,CHANGE,WRONG_PRODUCT_VARIANT,Strawberry and Grape are shown instead of the required Apple Cinnamon Protein product.,C,REPAIR,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT|FICTIONAL_OR_ALTERED_PACKAGE_ART,cae11d29b3d243c93e90f29bf1828bfdedb05be0f050f1ee683b779e1f8c0a85,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/138-VT-ASTH-B6LM-B0H85CL8JD-cae11d29b3d2.jpg,https://m.media-amazon.com/images/I/81Q+LRL3JAL.jpg
139,WC-ASH5-EFN6,B0H833W54L,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,1d8c5850edb4143206eb8b5de57a63dfe79f1fcb3ad349f85d3f1753ab46f494,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/139-WC-ASH5-EFN6-B0H833W54L-1d8c5850edb4.jpg,https://m.media-amazon.com/images/I/81yqYrcxn+L.jpg
140,WK-AS2R-FJUW,B0H82XBNVN,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,NO_APPROVED_COOLER_SCENE,acc97fdac13143ad5de4a5dd7b4ace6a17b3b9325a056d25d834661c8974471c,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/140-WK-AS2R-FJUW-B0H82XBNVN-acc97fdac131.jpg,https://m.media-amazon.com/images/I/91uB1uWiAiL.jpg
141,WK-AS7E-M3CE,B0H843R64X,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,0dd1bc07fa451f0c758d4cf45ff8b76b5569019225e87f843b1b32ef17a2329a,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/141-WK-AS7E-M3CE-B0H843R64X-0dd1bc07fa45.jpg,https://m.media-amazon.com/images/I/81Nufcs95BL.jpg
142,WK-ASPD-G9HL,B0H85CF81Y,CHANGE,FICTIONAL_OR_WRONG_PRODUCT,The purple box is labeled plain Peanut Butter but visibly contains jelly and does not match genuine packaging or the required product.,C,REPAIR,WRONG_FLAVOR_VISIBLE|FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT,8851c4b5d386da86939a1557154453053d38142bedea50555ed179f4b3172ec5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/142-WK-ASPD-G9HL-B0H85CF81Y-8851c4b5d386.jpg,https://m.media-amazon.com/images/I/814glUAA58L.jpg
143,WN-AS33-UFEA,B0H83RCTVV,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,d6a0b09ac51c871e4d46d1b37d12a283d046de1c475cbcac9001df9fea6f8ebc,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/143-WN-AS33-UFEA-B0H83RCTVV-d6a0b09ac51c.jpg,https://m.media-amazon.com/images/I/81Wa+q2PvOL.jpg
144,WR-ASR5-AVWE,B0H859VYXH,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,9938a7a37201154ff673b4eba193de4d4b6834bb23378032f32f27c0fcb312a7,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/144-WR-ASR5-AVWE-B0H859VYXH-9938a7a37201.jpg,https://m.media-amazon.com/images/I/81uGCQnU9OL.jpg
145,WR-ASTH-TPXV,B0H85DRT93,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,VISIBLE_UNIT_COUNT_NOT_RECONCILED,a0b1fa12614752c4a37f6cd30f10b2925d76b194184ebf5ddb0466930c8b3a35,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/145-WR-ASTH-TPXV-B0H85DRT93-a0b1fa126147.jpg,https://m.media-amazon.com/images/I/81bUVWzOWaL.jpg
146,WZ-ASXK-ZFAS,B0H85DF1R7,CHANGE,FICTIONAL_PACKAGING,The orange and blue packets have no branding or flavor names and are fabricated packaging.,C,REPAIR,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,6aaeefd9b8e5e79d8bee763841cad34e933cea1f7e0a025e2a7db119165a6d76,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/146-WZ-ASXK-ZFAS-B0H85DF1R7-6aaeefd9b8e5.jpg,https://m.media-amazon.com/images/I/81jK1+qB7VL.jpg
147,XE-ASK1-BNRB,B0H81WMJBP,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,a2adbeecbaf75f1bd4279ea1f6dce35c78ec3d3cb5f79591496b16520fb67c29,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/147-XE-ASK1-BNRB-B0H81WMJBP-a2adbeecbaf7.jpg,https://m.media-amazon.com/images/I/81JT+dMDfIL.jpg
148,XJ-ASVD-CDMW,B0H82MSTD9,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,e29b6e04c44ac7b9a32890dd160ea0bbcec4051d32ac1a47dc71c08fca922a27,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/148-XJ-ASVD-CDMW-B0H82MSTD9-e29b6e04c44a.jpg,https://m.media-amazon.com/images/I/819T4IOur3L.jpg
149,XV-ASEU-GDUX,B0H82YRTS3,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,VISIBLE_UNIT_COUNT_NOT_RECONCILED,8af3a69f4bd8a01128bfff02f80adc90c6dbb35e72a82261a4a4f50b22663cf9,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/149-XV-ASEU-GDUX-B0H82YRTS3-8af3a69f4bd8.jpg,https://m.media-amazon.com/images/I/81Y87+k4kkL.jpg
150,XW-ASSI-SZZT,B0H858GF4N,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,4838a834c731fc90127b8e16b69eca21167e0c210dbbd6dc6314941cc5139dfc,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/150-XW-ASSI-SZZT-B0H858GF4N-4838a834c731.jpg,https://m.media-amazon.com/images/I/810Rp3ekgfL.jpg
151,YA-ASX6-PZE7,B0H82YB4PD,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,faf4716573d10ec8b91c14ef702b7e40364ca4af5286848fffd92bfe8fec514f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/151-YA-ASX6-PZE7-B0H82YB4PD-faf4716573d1.jpg,https://m.media-amazon.com/images/I/812L+cn66-L.jpg
152,YF-ASZJ-8BBH,B0H822MPKC,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,LOOSE_ICE_VISIBLE,87e87809db610ca6e2f315c6e34387d4bb75a4696c8d88b5c48c7dad34a8514e,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/152-YF-ASZJ-8BBH-B0H822MPKC-87e87809db61.jpg,https://m.media-amazon.com/images/I/815Zvf0O67L.jpg
153,YG-ASH6-BCXX,B0H8511Y5G,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,4a31fa2ae1219b9bb4df5a23a0d5c4b28a15e76b608a9b9fd517e1e04be09304,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/153-YG-ASH6-BCXX-B0H8511Y5G-4a31fa2ae121.jpg,https://m.media-amazon.com/images/I/81kOmrVscuL.jpg
154,YH-ASQ8-45ED,B0H82QPCJL,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,b3dcd63b87f0bc104bcda7936246f9fb7204dde5fc8313a39af68a04acc59b9b,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/154-YH-ASQ8-45ED-B0H82QPCJL-b3dcd63b87f0.jpg,https://m.media-amazon.com/images/I/816jilDNN1L.jpg
155,YM-AS7P-ZX44,B0H83S1LDG,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,bc8bde72ddcb9f5a49bb31c253624f20b80b74c6e529708b8e9fbbdf7620ec38,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/155-YM-AS7P-ZX44-B0H83S1LDG-bc8bde72ddcb.jpg,https://m.media-amazon.com/images/I/81W-UowZ9-L.jpg
156,YV-AST8-LMKN,B0H859JMGJ,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,8f6d88bdc0bbd0c6053e2bf75d5fc38e90ad55b20b38bf94b364823acf2133d6,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/156-YV-AST8-LMKN-B0H859JMGJ-8f6d88bdc0bb.jpg,https://m.media-amazon.com/images/I/81Nym157VVL.jpg
157,ZB-ASKL-9W8G,B0H82LKBYH,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,b9a93cc94e83e3854d100495bf2c2233b50dda13d76f3299ead5201e07c56862,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/157-ZB-ASKL-9W8G-B0H82LKBYH-b9a93cc94e83.jpg,https://m.media-amazon.com/images/I/81uvzlOCbNL.jpg
158,ZC-ASDC-3QMV,B0H83TSB5J,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,505697e7af2b8c3f1bd3d63bc11bcd89116cb1666a80829e1ad671be6068ab36,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/158-ZC-ASDC-3QMV-B0H83TSB5J-505697e7af2b.jpg,https://m.media-amazon.com/images/I/81rsHR7bV2L.jpg
159,ZE-AS5W-FKH3,B0H8531B8B,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,46f5308506f2aaf8829a6bad1133e82ad987234720e4c5fff784514c021ccc07,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/159-ZE-AS5W-FKH3-B0H8531B8B-46f5308506f2.jpg,https://m.media-amazon.com/images/I/81t7QOGYwiL.jpg
160,ZH-AS8W-G5MN,B0H82LMD9Z,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,4eb9e3276e1b14ec3bf8cd74e08835f821a098dac73af363cef8a4aba92ec4fc,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/160-ZH-AS8W-G5MN-B0H82LMD9Z-4eb9e3276e1b.jpg,https://m.media-amazon.com/images/I/81a7yI4oCFL.jpg
161,ZP-ASJD-X7ZD,B0H85N7X8W,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,5518355a28eb1f5cf2dafae5129e62e56bd068d0c647a6027a03d2e94ce58eb7,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/161-ZP-ASJD-X7ZD-B0H85N7X8W-5518355a28eb.jpg,https://m.media-amazon.com/images/I/81bJdi9IxfL.jpg
162,ZX-AS2C-GT8Q,B0H82L3LRT,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,ba3e2619166961c3a244654c33c7c62bbd65f6dee0050e3b3d765e4f31f5d2f8,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/162-ZX-AS2C-GT8Q-B0H82L3LRT-ba3e26191669.jpg,https://m.media-amazon.com/images/I/81zPJCbNwKL.jpg
163,ZX-ASQU-TKU9,B0H84PVG1G,CHANGE,FICTIONAL_PACKAGING,The boxes are unbranded and include a non-existent '2 count' pack size.,C,REPAIR,CARTON_COUNT_MATH_MISMATCH|FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,b448c2ef5e5d110dc12fca50815cd8d17bef8447bd6cccdb320ea3055e1ac2c5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/163-ZX-ASQU-TKU9-B0H84PVG1G-b448c2ef5e5d.jpg,https://m.media-amazon.com/images/I/810jgpvUpRL.jpg
164,ZY-ASZ4-QM5U,B0H83T9QZV,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,3e57fee36a0f426224c5a9a3b508fe68f7780e7d015902dbc5a07995312975f9,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/164-ZY-ASZ4-QM5U-B0H83T9QZV-3e57fee36a0f.jpg,https://m.media-amazon.com/images/I/81w76NDQgJL.jpg
